Rating,Comment,Label
3,It's okay and could be better for the price.,Neutral
3,Could be better but doesn't feel premium.,Neutral
3,Decent but not exceptional.,Neutral
3,Somewhat satisfied but not exceptional.,Neutral
3,Somewhat satisfied but not fully satisfied.,Neutral
3,Average and I expected better quality.,Neutral
3,Nothing special but doesn't feel premium.,Neutral
3,Adequate but not exceptional.,Neutral
3,Fair with minor flaws.,Neutral
3,Nothing special with minor flaws.,Neutral
3,Somewhat satisfied and I expected better quality.,Neutral
3,Could be better but doesn't feel premium.,Neutral
3,"Nothing special for casual use, nothing extraordinary.",Neutral
3,Average and could be better for the price.,Neutral
3,Fine and serves the purpose.,Neutral
3,Adequate but not fully satisfied.,Neutral
3,Fine with minor flaws.,Neutral
3,Average and I expected better quality.,Neutral
3,Fair with minor flaws.,Neutral
3,Fair but lacks advanced features.,Neutral
3,Adequate but not exceptional.,Neutral
3,Fair with minor flaws.,Neutral
3,Nothing special but delivery was delayed.,Neutral
3,Adequate but lacks advanced features.,Neutral
3,Nothing special but doesn't feel premium.,Neutral
3,Average but doesn't feel premium.,Neutral
3,"Adequate for casual use, nothing extraordinary.",Neutral
3,Average with minor flaws.,Neutral
3,Not bad but doesn't feel premium.,Neutral
3,Somewhat satisfied but doesn't feel premium.,Neutral
3,Somewhat satisfied and I expected better quality.,Neutral
3,Somewhat satisfied but lacks advanced features.,Neutral
3,Nothing special but lacks advanced features.,Neutral
3,Nothing special and could be better for the price.,Neutral
3,Average with minor flaws.,Neutral
3,"Fine for casual use, nothing extraordinary.",Neutral
3,Fair and could be better for the price.,Neutral
3,"Fine for casual use, nothing extraordinary.",Neutral
3,"Nothing special for casual use, nothing extraordinary.",Neutral
3,Decent and could be better for the price.,Neutral
3,Somewhat satisfied and serves the purpose.,Neutral
3,It's okay but not fully satisfied.,Neutral
3,Not bad but not fully satisfied.,Neutral
3,"Adequate for casual use, nothing extraordinary.",Neutral
3,Not bad but delivery was delayed.,Neutral
3,It's okay but lacks advanced features.,Neutral
3,Not bad and serves the purpose.,Neutral
3,Fine and could be better for the price.,Neutral
3,Nothing special with minor flaws.,Neutral
3,"Decent for casual use, nothing extraordinary.",Neutral
3,Somewhat satisfied and could be better for the price.,Neutral
3,Fair and I expected better quality.,Neutral
3,Could be better and could be better for the price.,Neutral
3,"Could be better for casual use, nothing extraordinary.",Neutral
3,Not bad but delivery was delayed.,Neutral
3,Decent with minor flaws.,Neutral
3,Somewhat satisfied but not exceptional.,Neutral
3,Nothing special and could be better for the price.,Neutral
3,Nothing special but not fully satisfied.,Neutral
3,Could be better but not fully satisfied.,Neutral
3,Fine and I expected better quality.,Neutral
3,Decent but not fully satisfied.,Neutral
3,Fine but lacks advanced features.,Neutral
3,Fair but lacks advanced features.,Neutral
3,Fine but delivery was delayed.,Neutral
3,Average and could be better for the price.,Neutral
3,"Nothing special for casual use, nothing extraordinary.",Neutral
3,Average but not fully satisfied.,Neutral
3,Adequate and could be better for the price.,Neutral
3,Fine but not exceptional.,Neutral
3,Somewhat satisfied but delivery was delayed.,Neutral
3,Fair but not fully satisfied.,Neutral
3,Somewhat satisfied but delivery was delayed.,Neutral
3,Nothing special but not exceptional.,Neutral
3,Average and could be better for the price.,Neutral
3,Fine with minor flaws.,Neutral
3,It's okay but lacks advanced features.,Neutral
3,Decent but not fully satisfied.,Neutral
3,It's okay and I expected better quality.,Neutral
3,Somewhat satisfied but not fully satisfied.,Neutral
3,Fine but not fully satisfied.,Neutral
3,Nothing special but lacks advanced features.,Neutral
3,Not bad but delivery was delayed.,Neutral
3,It's okay and I expected better quality.,Neutral
3,Nothing special and I expected better quality.,Neutral
3,Could be better but delivery was delayed.,Neutral
3,Fair but not fully satisfied.,Neutral
3,"Nothing special for casual use, nothing extraordinary.",Neutral
3,Not bad and serves the purpose.,Neutral
3,Could be better and serves the purpose.,Neutral
3,Nothing special and serves the purpose.,Neutral
3,Fair but not exceptional.,Neutral
3,Somewhat satisfied but lacks advanced features.,Neutral
3,Adequate but doesn't feel premium.,Neutral
3,Average but not fully satisfied.,Neutral
3,"It's okay for casual use, nothing extraordinary.",Neutral
3,Decent but delivery was delayed.,Neutral
3,Average but delivery was delayed.,Neutral
3,Could be better and I expected better quality.,Neutral
3,Fair but not exceptional.,Neutral
3,Adequate and could be better for the price.,Neutral
3,Adequate but delivery was delayed.,Neutral
3,Nothing special with minor flaws.,Neutral
3,Adequate and serves the purpose.,Neutral
3,Fair but doesn't feel premium.,Neutral
3,Nothing special but delivery was delayed.,Neutral
3,Average but doesn't feel premium.,Neutral
3,Fine and could be better for the price.,Neutral
3,Fine but lacks advanced features.,Neutral
3,Not bad but lacks advanced features.,Neutral
3,Fine but doesn't feel premium.,Neutral
3,Fair and could be better for the price.,Neutral
3,Somewhat satisfied and I expected better quality.,Neutral
3,Adequate and could be better for the price.,Neutral
3,Could be better but delivery was delayed.,Neutral
3,Nothing special but doesn't feel premium.,Neutral
3,Fine and serves the purpose.,Neutral
3,Average but not fully satisfied.,Neutral
3,"Fair for casual use, nothing extraordinary.",Neutral
3,"Not bad for casual use, nothing extraordinary.",Neutral
3,It's okay but not exceptional.,Neutral
3,It's okay but doesn't feel premium.,Neutral
3,It's okay but not exceptional.,Neutral
3,Somewhat satisfied but doesn't feel premium.,Neutral
3,Not bad with minor flaws.,Neutral
3,Decent and serves the purpose.,Neutral
3,Somewhat satisfied with minor flaws.,Neutral
3,Fine and I expected better quality.,Neutral
3,Fine but lacks advanced features.,Neutral
3,Could be better with minor flaws.,Neutral
3,It's okay but delivery was delayed.,Neutral
3,It's okay with minor flaws.,Neutral
3,Nothing special but not fully satisfied.,Neutral
3,Decent and I expected better quality.,Neutral
3,Fair and I expected better quality.,Neutral
3,Fine but doesn't feel premium.,Neutral
3,Fine but not fully satisfied.,Neutral
3,Nothing special but not exceptional.,Neutral
3,Nothing special but delivery was delayed.,Neutral
3,Somewhat satisfied with minor flaws.,Neutral
3,Fair but not fully satisfied.,Neutral
3,Could be better with minor flaws.,Neutral
3,Average and serves the purpose.,Neutral
3,Fine but delivery was delayed.,Neutral
3,It's okay but lacks advanced features.,Neutral
3,Not bad but not exceptional.,Neutral
3,Fine and could be better for the price.,Neutral
3,Nothing special with minor flaws.,Neutral
3,Decent with minor flaws.,Neutral
3,Could be better but delivery was delayed.,Neutral
3,Fine but delivery was delayed.,Neutral
3,Average with minor flaws.,Neutral
3,Nothing special but doesn't feel premium.,Neutral
3,Not bad but not fully satisfied.,Neutral
3,Adequate but not fully satisfied.,Neutral
3,Adequate with minor flaws.,Neutral
3,Nothing special but not fully satisfied.,Neutral
3,Somewhat satisfied but delivery was delayed.,Neutral
3,Fine but doesn't feel premium.,Neutral
3,Not bad but not exceptional.,Neutral
3,Not bad and I expected better quality.,Neutral
3,It's okay but delivery was delayed.,Neutral
3,It's okay but delivery was delayed.,Neutral
3,Nothing special but delivery was delayed.,Neutral
3,"Not bad for casual use, nothing extraordinary.",Neutral
3,Somewhat satisfied and could be better for the price.,Neutral
3,"Nothing special for casual use, nothing extraordinary.",Neutral
3,Nothing special with minor flaws.,Neutral
3,"Fair for casual use, nothing extraordinary.",Neutral
3,"Not bad for casual use, nothing extraordinary.",Neutral
3,It's okay but delivery was delayed.,Neutral
3,Fine but not fully satisfied.,Neutral
3,Not bad and could be better for the price.,Neutral
3,Adequate but lacks advanced features.,Neutral
3,Adequate but delivery was delayed.,Neutral
3,Could be better with minor flaws.,Neutral
3,"Average for casual use, nothing extraordinary.",Neutral
3,Fine but not exceptional.,Neutral
3,Could be better and serves the purpose.,Neutral
3,Somewhat satisfied and serves the purpose.,Neutral
3,"Decent for casual use, nothing extraordinary.",Neutral
3,Fine but not exceptional.,Neutral
3,Fine and I expected better quality.,Neutral
3,Nothing special but lacks advanced features.,Neutral
3,Adequate but doesn't feel premium.,Neutral
3,Nothing special but delivery was delayed.,Neutral
3,Not bad but lacks advanced features.,Neutral
3,Average but not fully satisfied.,Neutral
3,Could be better with minor flaws.,Neutral
3,Fine but not exceptional.,Neutral
3,Nothing special but not exceptional.,Neutral
3,"Average for casual use, nothing extraordinary.",Neutral
3,Adequate and serves the purpose.,Neutral
3,Fine but lacks advanced features.,Neutral
3,Somewhat satisfied but delivery was delayed.,Neutral
3,Average but not fully satisfied.,Neutral
3,Adequate and I expected better quality.,Neutral
3,Fair and I expected better quality.,Neutral
3,Fine and could be better for the price.,Neutral
3,Adequate but not exceptional.,Neutral
3,Not bad but delivery was delayed.,Neutral
3,It's okay and I expected better quality.,Neutral
3,Fair but not exceptional.,Neutral
3,Fair but doesn't feel premium.,Neutral
3,"Average for casual use, nothing extraordinary.",Neutral
3,Not bad but delivery was delayed.,Neutral
3,It's okay and I expected better quality.,Neutral
3,Nothing special and I expected better quality.,Neutral
3,Average but not exceptional.,Neutral
3,"Fair for casual use, nothing extraordinary.",Neutral
3,Nothing special but delivery was delayed.,Neutral
3,Average but not exceptional.,Neutral
3,Fair but delivery was delayed.,Neutral
3,Nothing special but delivery was delayed.,Neutral
3,Could be better but doesn't feel premium.,Neutral
3,"Fair for casual use, nothing extraordinary.",Neutral
3,Fine but delivery was delayed.,Neutral
3,Not bad with minor flaws.,Neutral
3,Could be better but delivery was delayed.,Neutral
3,Average but lacks advanced features.,Neutral
3,Not bad and I expected better quality.,Neutral
3,It's okay and could be better for the price.,Neutral
3,Somewhat satisfied with minor flaws.,Neutral
3,"Fair for casual use, nothing extraordinary.",Neutral
3,"Somewhat satisfied for casual use, nothing extraordinary.",Neutral
3,Could be better but delivery was delayed.,Neutral
3,Could be better and serves the purpose.,Neutral
3,It's okay and serves the purpose.,Neutral
3,Fair and serves the purpose.,Neutral
3,Nothing special and I expected better quality.,Neutral
3,Average and serves the purpose.,Neutral
3,Fair with minor flaws.,Neutral
3,Average but doesn't feel premium.,Neutral
3,Fine but not fully satisfied.,Neutral
3,"Nothing special for casual use, nothing extraordinary.",Neutral
3,Somewhat satisfied but delivery was delayed.,Neutral
3,Nothing special but lacks advanced features.,Neutral
3,Fair but not exceptional.,Neutral
3,Could be better but not exceptional.,Neutral
3,Not bad but not fully satisfied.,Neutral
3,Fair but lacks advanced features.,Neutral
3,Nothing special but not fully satisfied.,Neutral
3,Fine but lacks advanced features.,Neutral
3,Average but lacks advanced features.,Neutral
3,Could be better with minor flaws.,Neutral
3,"Somewhat satisfied for casual use, nothing extraordinary.",Neutral
3,Could be better but lacks advanced features.,Neutral
3,"Nothing special for casual use, nothing extraordinary.",Neutral
3,"Decent for casual use, nothing extraordinary.",Neutral
3,Not bad with minor flaws.,Neutral
3,Fair and I expected better quality.,Neutral
3,Decent but doesn't feel premium.,Neutral
3,"Fair for casual use, nothing extraordinary.",Neutral
3,Nothing special but not exceptional.,Neutral
3,Average but delivery was delayed.,Neutral
3,Somewhat satisfied but lacks advanced features.,Neutral
3,Could be better and serves the purpose.,Neutral
3,Somewhat satisfied and could be better for the price.,Neutral
3,Somewhat satisfied and could be better for the price.,Neutral
3,Somewhat satisfied but not fully satisfied.,Neutral
3,Somewhat satisfied with minor flaws.,Neutral
3,Fine but lacks advanced features.,Neutral
3,"Adequate for casual use, nothing extraordinary.",Neutral
3,Average but not fully satisfied.,Neutral
3,Somewhat satisfied but delivery was delayed.,Neutral
3,Decent and serves the purpose.,Neutral
3,It's okay but delivery was delayed.,Neutral
3,Fine and could be better for the price.,Neutral
3,Somewhat satisfied but lacks advanced features.,Neutral
3,"Adequate for casual use, nothing extraordinary.",Neutral
3,It's okay but delivery was delayed.,Neutral
3,Adequate and I expected better quality.,Neutral
3,It's okay but lacks advanced features.,Neutral
3,Average and I expected better quality.,Neutral
3,Nothing special with minor flaws.,Neutral
3,Somewhat satisfied but not fully satisfied.,Neutral
3,Nothing special and serves the purpose.,Neutral
3,It's okay with minor flaws.,Neutral
3,Fair but not fully satisfied.,Neutral
3,Fair and I expected better quality.,Neutral
3,Could be better with minor flaws.,Neutral
3,Decent and serves the purpose.,Neutral
3,Decent but doesn't feel premium.,Neutral
3,Fair but not exceptional.,Neutral
3,Fine but not exceptional.,Neutral
3,Could be better and I expected better quality.,Neutral
3,It's okay but not exceptional.,Neutral
3,Decent and I expected better quality.,Neutral
3,Decent and could be better for the price.,Neutral
3,"Could be better for casual use, nothing extraordinary.",Neutral
3,Average and serves the purpose.,Neutral
3,Decent and could be better for the price.,Neutral
3,Average with minor flaws.,Neutral
3,Nothing special and serves the purpose.,Neutral
3,Could be better and serves the purpose.,Neutral
3,"Fine for casual use, nothing extraordinary.",Neutral
3,"Fair for casual use, nothing extraordinary.",Neutral
3,Fair but not fully satisfied.,Neutral
3,Somewhat satisfied but delivery was delayed.,Neutral
3,Adequate and I expected better quality.,Neutral
3,It's okay with minor flaws.,Neutral
3,Somewhat satisfied but not exceptional.,Neutral
3,Decent and could be better for the price.,Neutral
3,Decent but not fully satisfied.,Neutral
3,Fine but not exceptional.,Neutral
3,"Adequate for casual use, nothing extraordinary.",Neutral
1,Unacceptable and it was a frustrating experience.,Negative
1,Terrible and arrived damaged.,Negative
1,Extremely bad and doesn't work as advertised.,Negative
1,Unsatisfactory and it was a frustrating experience.,Negative
1,Poor and a complete waste of money.,Negative
1,Horrible and broke within a week.,Negative
1,Extremely bad and arrived damaged.,Negative
1,Unsatisfactory and it's nothing like the description.,Negative
1,Poor and doesn't work as advertised.,Negative
1,Horrible and it was a frustrating experience.,Negative
1,Poor and I had to return it.,Negative
1,Worst and arrived damaged.,Negative
1,Terrible and doesn't work as advertised.,Negative
1,Terrible and it feels very cheap.,Negative
1,Not happy and broke within a week.,Negative
1,Terrible and customer service was unhelpful.,Negative
1,Disappointing and a complete waste of money.,Negative
1,Unacceptable and broke within a week.,Negative
1,Unacceptable and broke within a week.,Negative
1,Extremely bad and customer service was unhelpful.,Negative
1,Extremely bad and it feels very cheap.,Negative
1,Unsatisfactory and a complete waste of money.,Negative
1,Poor and a complete waste of money.,Negative
1,Worst and it's nothing like the description.,Negative
1,Disappointing and customer service was unhelpful.,Negative
1,Horrible and arrived damaged.,Negative
1,Not happy and a complete waste of money.,Negative
1,Worst and I regret buying it.,Negative
1,Not happy and I had to return it.,Negative
1,Terrible and it's nothing like the description.,Negative
1,Unsatisfactory and I regret buying it.,Negative
1,Terrible and broke within a week.,Negative
1,Unacceptable and it was a frustrating experience.,Negative
1,Worst and doesn't work as advertised.,Negative
1,Unacceptable and a complete waste of money.,Negative
1,Worst and customer service was unhelpful.,Negative
1,Poor and broke within a week.,Negative
1,Unsatisfactory and it was a frustrating experience.,Negative
1,Not happy and doesn't work as advertised.,Negative
1,Worst and it's nothing like the description.,Negative
1,Awful and arrived damaged.,Negative
1,Disappointing and it's nothing like the description.,Negative
1,Not happy and it was a frustrating experience.,Negative
1,Horrible and it was a frustrating experience.,Negative
1,Poor and arrived damaged.,Negative
1,Unacceptable and I regret buying it.,Negative
1,Disappointing and I regret buying it.,Negative
1,Horrible and a complete waste of money.,Negative
1,Awful and a complete waste of money.,Negative
1,Terrible and I had to return it.,Negative
1,Horrible and broke within a week.,Negative
1,Not happy and broke within a week.,Negative
1,Worst and it feels very cheap.,Negative
1,Terrible and a complete waste of money.,Negative
1,Extremely bad and broke within a week.,Negative
1,Worst and it was a frustrating experience.,Negative
1,Worst and I had to return it.,Negative
1,Unacceptable and it's nothing like the description.,Negative
1,Not happy and broke within a week.,Negative
1,Disappointing and it feels very cheap.,Negative
1,Terrible and it's nothing like the description.,Negative
1,Disappointing and it's nothing like the description.,Negative
1,Unsatisfactory and it's nothing like the description.,Negative
1,Awful and it was a frustrating experience.,Negative
1,Disappointing and I regret buying it.,Negative
1,Extremely bad and broke within a week.,Negative
1,Awful and it's nothing like the description.,Negative
1,Unsatisfactory and it was a frustrating experience.,Negative
1,Extremely bad and it's nothing like the description.,Negative
1,Worst and a complete waste of money.,Negative
1,Worst and I regret buying it.,Negative
1,Unacceptable and it feels very cheap.,Negative
1,Not happy and it's nothing like the description.,Negative
1,Disappointing and broke within a week.,Negative
1,Terrible and it's nothing like the description.,Negative
1,Not happy and a complete waste of money.,Negative
1,Unacceptable and doesn't work as advertised.,Negative
1,Not happy and doesn't work as advertised.,Negative
1,Disappointing and I regret buying it.,Negative
1,Horrible and customer service was unhelpful.,Negative
1,Unacceptable and arrived damaged.,Negative
1,Unsatisfactory and I had to return it.,Negative
1,Extremely bad and customer service was unhelpful.,Negative
1,Horrible and I regret buying it.,Negative
1,Unacceptable and arrived damaged.,Negative
1,Disappointing and arrived damaged.,Negative
1,Worst and it feels very cheap.,Negative
1,Extremely bad and it was a frustrating experience.,Negative
1,Worst and it feels very cheap.,Negative
1,Disappointing and it was a frustrating experience.,Negative
1,Disappointing and I had to return it.,Negative
1,Unacceptable and I had to return it.,Negative
1,Horrible and arrived damaged.,Negative
1,Unsatisfactory and it feels very cheap.,Negative
1,Worst and it's nothing like the description.,Negative
1,Terrible and it feels very cheap.,Negative
1,Poor and I regret buying it.,Negative
1,Horrible and I had to return it.,Negative
1,Extremely bad and it's nothing like the description.,Negative
1,Not happy and doesn't work as advertised.,Negative
1,Terrible and it's nothing like the description.,Negative
1,Disappointing and it's nothing like the description.,Negative
1,Unsatisfactory and doesn't work as advertised.,Negative
1,Poor and a complete waste of money.,Negative
1,Terrible and doesn't work as advertised.,Negative
1,Disappointing and it feels very cheap.,Negative
1,Horrible and a complete waste of money.,Negative
1,Worst and doesn't work as advertised.,Negative
1,Horrible and a complete waste of money.,Negative
1,Extremely bad and I had to return it.,Negative
1,Unsatisfactory and it feels very cheap.,Negative
1,Unsatisfactory and I regret buying it.,Negative
1,Unsatisfactory and customer service was unhelpful.,Negative
1,Unacceptable and broke within a week.,Negative
1,Poor and customer service was unhelpful.,Negative
1,Extremely bad and it was a frustrating experience.,Negative
1,Terrible and arrived damaged.,Negative
1,Unacceptable and customer service was unhelpful.,Negative
1,Poor and doesn't work as advertised.,Negative
1,Poor and arrived damaged.,Negative
1,Not happy and it's nothing like the description.,Negative
1,Horrible and arrived damaged.,Negative
1,Worst and arrived damaged.,Negative
1,Terrible and I had to return it.,Negative
1,Not happy and customer service was unhelpful.,Negative
1,Poor and broke within a week.,Negative
1,Not happy and a complete waste of money.,Negative
1,Worst and I had to return it.,Negative
1,Worst and it feels very cheap.,Negative
1,Not happy and arrived damaged.,Negative
1,Disappointing and doesn't work as advertised.,Negative
1,Worst and a complete waste of money.,Negative
1,Unacceptable and broke within a week.,Negative
1,Extremely bad and it's nothing like the description.,Negative
1,Extremely bad and it feels very cheap.,Negative
1,Extremely bad and a complete waste of money.,Negative
1,Terrible and I regret buying it.,Negative
1,Horrible and arrived damaged.,Negative
1,Awful and it feels very cheap.,Negative
1,Worst and it was a frustrating experience.,Negative
1,Unacceptable and a complete waste of money.,Negative
1,Not happy and a complete waste of money.,Negative
1,Extremely bad and it feels very cheap.,Negative
1,Not happy and broke within a week.,Negative
1,Horrible and I had to return it.,Negative
1,Poor and it feels very cheap.,Negative
1,Horrible and broke within a week.,Negative
1,Unsatisfactory and it's nothing like the description.,Negative
1,Not happy and I regret buying it.,Negative
1,Disappointing and it feels very cheap.,Negative
1,Poor and I had to return it.,Negative
1,Poor and it feels very cheap.,Negative
1,Not happy and arrived damaged.,Negative
1,Poor and it feels very cheap.,Negative
1,Unacceptable and doesn't work as advertised.,Negative
1,Not happy and it feels very cheap.,Negative
1,Worst and broke within a week.,Negative
1,Poor and broke within a week.,Negative
1,Disappointing and broke within a week.,Negative
1,Not happy and it was a frustrating experience.,Negative
1,Unacceptable and it was a frustrating experience.,Negative
1,Horrible and arrived damaged.,Negative
1,Not happy and arrived damaged.,Negative
1,Unacceptable and it feels very cheap.,Negative
1,Unacceptable and I had to return it.,Negative
1,Poor and it feels very cheap.,Negative
1,Poor and it feels very cheap.,Negative
1,Worst and a complete waste of money.,Negative
1,Unacceptable and a complete waste of money.,Negative
1,Disappointing and a complete waste of money.,Negative
1,Not happy and customer service was unhelpful.,Negative
1,Unacceptable and I had to return it.,Negative
1,Unsatisfactory and customer service was unhelpful.,Negative
1,Unacceptable and customer service was unhelpful.,Negative
1,Disappointing and a complete waste of money.,Negative
1,Worst and it's nothing like the description.,Negative
1,Not happy and I had to return it.,Negative
1,Unacceptable and broke within a week.,Negative
1,Awful and broke within a week.,Negative
1,Terrible and customer service was unhelpful.,Negative
1,Horrible and customer service was unhelpful.,Negative
1,Terrible and customer service was unhelpful.,Negative
1,Disappointing and doesn't work as advertised.,Negative
1,Unsatisfactory and broke within a week.,Negative
1,Unsatisfactory and broke within a week.,Negative
1,Worst and it feels very cheap.,Negative
1,Poor and it was a frustrating experience.,Negative
1,Horrible and I had to return it.,Negative
1,Worst and it feels very cheap.,Negative
1,Disappointing and customer service was unhelpful.,Negative
1,Poor and it feels very cheap.,Negative
1,Not happy and it was a frustrating experience.,Negative
1,Disappointing and I had to return it.,Negative
1,Unsatisfactory and it was a frustrating experience.,Negative
1,Unacceptable and arrived damaged.,Negative
1,Extremely bad and customer service was unhelpful.,Negative
1,Not happy and customer service was unhelpful.,Negative
1,Terrible and customer service was unhelpful.,Negative
1,Horrible and a complete waste of money.,Negative
1,Worst and doesn't work as advertised.,Negative
1,Disappointing and doesn't work as advertised.,Negative
1,Not happy and it was a frustrating experience.,Negative
1,Terrible and arrived damaged.,Negative
1,Unacceptable and it's nothing like the description.,Negative
1,Unacceptable and I regret buying it.,Negative
1,Terrible and I regret buying it.,Negative
1,Poor and a complete waste of money.,Negative
1,Unacceptable and it was a frustrating experience.,Negative
1,Terrible and I regret buying it.,Negative
1,Unacceptable and broke within a week.,Negative
1,Extremely bad and it was a frustrating experience.,Negative
1,Unsatisfactory and customer service was unhelpful.,Negative
1,Awful and I had to return it.,Negative
1,Disappointing and arrived damaged.,Negative
1,Horrible and arrived damaged.,Negative
1,Unsatisfactory and it's nothing like the description.,Negative
1,Worst and broke within a week.,Negative
1,Worst and customer service was unhelpful.,Negative
1,Poor and arrived damaged.,Negative
1,Worst and customer service was unhelpful.,Negative
1,Extremely bad and I regret buying it.,Negative
1,Terrible and a complete waste of money.,Negative
1,Awful and customer service was unhelpful.,Negative
1,Worst and it's nothing like the description.,Negative
1,Unsatisfactory and broke within a week.,Negative
1,Unsatisfactory and customer service was unhelpful.,Negative
1,Disappointing and broke within a week.,Negative
1,Terrible and broke within a week.,Negative
1,Disappointing and it feels very cheap.,Negative
1,Unacceptable and it's nothing like the description.,Negative
1,Unsatisfactory and doesn't work as advertised.,Negative
1,Awful and arrived damaged.,Negative
1,Worst and doesn't work as advertised.,Negative
1,Extremely bad and broke within a week.,Negative
1,Not happy and doesn't work as advertised.,Negative
1,Awful and doesn't work as advertised.,Negative
1,Disappointing and broke within a week.,Negative
1,Not happy and I regret buying it.,Negative
1,Disappointing and a complete waste of money.,Negative
1,Unacceptable and it was a frustrating experience.,Negative
1,Terrible and a complete waste of money.,Negative
1,Worst and arrived damaged.,Negative
1,Unacceptable and I had to return it.,Negative
1,Unsatisfactory and customer service was unhelpful.,Negative
1,Not happy and it's nothing like the description.,Negative
1,Awful and it feels very cheap.,Negative
1,Poor and customer service was unhelpful.,Negative
1,Extremely bad and customer service was unhelpful.,Negative
1,Awful and I had to return it.,Negative
1,Unacceptable and doesn't work as advertised.,Negative
1,Terrible and arrived damaged.,Negative
1,Extremely bad and it was a frustrating experience.,Negative
1,Disappointing and I regret buying it.,Negative
1,Not happy and broke within a week.,Negative
1,Awful and it feels very cheap.,Negative
1,Horrible and I regret buying it.,Negative
1,Not happy and it was a frustrating experience.,Negative
1,Not happy and customer service was unhelpful.,Negative
1,Awful and it's nothing like the description.,Negative
1,Extremely bad and it feels very cheap.,Negative
1,Poor and doesn't work as advertised.,Negative
1,Not happy and a complete waste of money.,Negative
1,Unacceptable and it feels very cheap.,Negative
1,Horrible and broke within a week.,Negative
1,Unsatisfactory and arrived damaged.,Negative
1,Unacceptable and it was a frustrating experience.,Negative
1,Worst and broke within a week.,Negative
1,Horrible and doesn't work as advertised.,Negative
1,Extremely bad and customer service was unhelpful.,Negative
1,Unsatisfactory and customer service was unhelpful.,Negative
1,Poor and arrived damaged.,Negative
1,Not happy and a complete waste of money.,Negative
1,Unsatisfactory and doesn't work as advertised.,Negative
1,Disappointing and broke within a week.,Negative
1,Not happy and it feels very cheap.,Negative
1,Worst and a complete waste of money.,Negative
1,Worst and it feels very cheap.,Negative
1,Not happy and broke within a week.,Negative
1,Unacceptable and a complete waste of money.,Negative
1,Not happy and broke within a week.,Negative
1,Poor and it's nothing like the description.,Negative
1,Horrible and I regret buying it.,Negative
1,Horrible and it's nothing like the description.,Negative
1,Unsatisfactory and I regret buying it.,Negative
1,Unacceptable and it was a frustrating experience.,Negative
1,Awful and it was a frustrating experience.,Negative
1,Extremely bad and it feels very cheap.,Negative
1,Terrible and doesn't work as advertised.,Negative
1,Not happy and a complete waste of money.,Negative
1,Extremely bad and I regret buying it.,Negative
1,Poor and I regret buying it.,Negative
1,Disappointing and doesn't work as advertised.,Negative
1,Unsatisfactory and I had to return it.,Negative
1,Terrible and arrived damaged.,Negative
1,Terrible and a complete waste of money.,Negative
1,Extremely bad and doesn't work as advertised.,Negative
1,Terrible and I regret buying it.,Negative
1,Unacceptable and it feels very cheap.,Negative
1,Worst and arrived damaged.,Negative
1,Poor and a complete waste of money.,Negative
1,Horrible and broke within a week.,Negative
1,Terrible and it was a frustrating experience.,Negative
1,Unsatisfactory and it feels very cheap.,Negative
1,Poor and a complete waste of money.,Negative
1,Extremely bad and I had to return it.,Negative
1,Horrible and customer service was unhelpful.,Negative
1,Poor and it was a frustrating experience.,Negative
1,Disappointing and doesn't work as advertised.,Negative
1,Poor and broke within a week.,Negative
1,Awful and arrived damaged.,Negative
1,Unacceptable and arrived damaged.,Negative
1,Poor and I had to return it.,Negative
1,Awful and I regret buying it.,Negative
1,Horrible and I had to return it.,Negative
1,Worst and customer service was unhelpful.,Negative
1,Terrible and doesn't work as advertised.,Negative
1,Disappointing and it was a frustrating experience.,Negative
1,Extremely bad and arrived damaged.,Negative
1,Awful and it's nothing like the description.,Negative
1,Worst and doesn't work as advertised.,Negative
1,Horrible and customer service was unhelpful.,Negative
1,Unacceptable and customer service was unhelpful.,Negative
1,Unsatisfactory and doesn't work as advertised.,Negative
1,Horrible and I had to return it.,Negative
1,Horrible and it feels very cheap.,Negative
1,Poor and it was a frustrating experience.,Negative
1,Not happy and arrived damaged.,Negative
1,Worst and a complete waste of money.,Negative
1,Awful and arrived damaged.,Negative
1,Poor and it feels very cheap.,Negative
1,Awful and a complete waste of money.,Negative
1,Poor and a complete waste of money.,Negative
1,Not happy and a complete waste of money.,Negative
1,Awful and I regret buying it.,Negative
1,Extremely bad and it feels very cheap.,Negative
1,Awful and it's nothing like the description.,Negative
1,Not happy and I regret buying it.,Negative
1,Disappointing and a complete waste of money.,Negative
1,Disappointing and customer service was unhelpful.,Negative
1,Unacceptable and it feels very cheap.,Negative
1,Unacceptable and it's nothing like the description.,Negative
1,Unacceptable and doesn't work as advertised.,Negative
1,Worst and broke within a week.,Negative
1,Horrible and arrived damaged.,Negative
1,Horrible and customer service was unhelpful.,Negative
1,Disappointing and arrived damaged.,Negative
1,Unacceptable and arrived damaged.,Negative
1,Disappointing and doesn't work as advertised.,Negative
1,Horrible and it feels very cheap.,Negative
1,Unsatisfactory and arrived damaged.,Negative
1,Not happy and customer service was unhelpful.,Negative
1,Unsatisfactory and it was a frustrating experience.,Negative
1,Horrible and it's nothing like the description.,Negative
1,Extremely bad and I regret buying it.,Negative
1,Extremely bad and I had to return it.,Negative
1,Not happy and I regret buying it.,Negative
1,Extremely bad and I had to return it.,Negative
1,Unacceptable and I regret buying it.,Negative
1,Not happy and doesn't work as advertised.,Negative
1,Worst and doesn't work as advertised.,Negative
